"id","l10n_id_ebupot_facility","l10n_id_ebupot_code","active","description","is_base_affected","invoice_label","type_tax_use","tax_group_id","name","amount_type","amount","fiscal_position_ids","repartition_line_ids/repartition_type","repartition_line_ids/tag_ids","repartition_line_ids/factor_percent","repartition_line_ids/document_type","repartition_line_ids/account_id","original_tax_ids"
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_61100120",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_61100120",""
"tax_28-409-25_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-25_ebupot","False","Integrated Construction Work Carried Out by Service Providers with Business Entity Certificates","","-2.65%","purchase","l10n_id_tax_group_pph42","2.65% 28-409-25","percent","-2.65","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-26_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-26_ebupot","False","Integrated Construction Work Carried Out by Service Providers Who Do Not Have a Business Entity Certificate","","-4%","purchase","l10n_id_tax_group_pph42","4% 28-409-26","percent","-4.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-27_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-27_ebupot","False","Construction Consulting Services Carried Out by Service Providers Who Have a Business Entity Certificate or Work Competency Certificate for Individual Businesses","","-3.5%","purchase","l10n_id_tax_group_pph42","3.5% 28-409-27","percent","-3.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-28_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-28_ebupot","False","Construction Consultancy Services Carried Out by Service Providers Who Do Not Have a Business Entity Certificate or Work Competency Certificate for Individual Businesses","","-6%","purchase","l10n_id_tax_group_pph42","6% 28-409-28","percent","-6.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-417-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-417-01_ebupot","False","Interest on Savings Paid by Cooperatives to Individual Taxpayer Members (interest up to IDR 240,000.00)","","0%","purchase","l10n_id_tax_group_pph42","0% 28-417-01","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-417-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-417-02_ebupot","False","Interest on Savings Paid by Cooperatives to Individual Taxpayer Members (interest above IDR 240,000.00)","","-10%","purchase","l10n_id_tax_group_pph42","10% 28-417-02","percent","-10.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-419-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-419-01_ebupot","False","Dividends Received/Obtained by Domestic Individual Taxpayers","","-10%","purchase","l10n_id_tax_group_pph42","10% 28-419-01","percent","-10.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-423-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-423-01_ebupot","False","Withholding or collection of Income Tax on the sale of goods or provision of services carried out by Taxpayers with a certain gross turnover in accordance with Government Regulation Number 23 of 2018 or Government Regulation Number 55 of 2022.","","-0.5%","purchase","l10n_id_tax_group_pph42","0.5% 28-423-01","percent","-0.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-423-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-423-02_ebupot","False","Withholding or collection of Income Tax on purchase transactions carried out by Taxpayers with a certain gross turnover in accordance with Government Regulation Number 55 of 2022.","","-0.5%","purchase","l10n_id_tax_group_pph42","0.5% 28-423-02","percent","-0.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-410-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-410-02_ebupot","False","Remuneration Paid/Owed to Domestic Shipping Companies","","-1.2%","purchase","l10n_id_tax_group_pph42","1.2% 28-410-02","percent","-1.2","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-411-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-411-02_ebupot","False","Remuneration for Chartering Ships and/or Aircraft Paid/Owed to Foreign Shipping and/or Aviation Companies through a Permanent Establishment in Indonesia","","-2.64%","purchase","l10n_id_tax_group_pph42","2.64% 28-411-02","percent","-2.64","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-421-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-421-01_ebupot","False","Upstream Oil and Gas Uplift","","-20%","purchase","l10n_id_tax_group_pph42","20% 28-421-01","percent","-20.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-421-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-421-02_ebupot","False","Participating Interest in Upstream Oil and Gas Exploration","","-5%","purchase","l10n_id_tax_group_pph42","5% 28-421-02","percent","-5.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-421-03_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-421-03_ebupot","False","Participating Interest in Upstream Oil and Gas Exploitation","","-7%","purchase","l10n_id_tax_group_pph42","7% 28-421-03","percent","-7.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-499-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-499-02_ebupot","False","Income Received or Obtained in Connection with Cooperation with Investment Management Institutions (LPI)","","-7.5%","purchase","l10n_id_tax_group_pph42","7.5% 28-499-02","percent","-7.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-402-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-402-01_ebupot","False","Transfer of Rights to Land and/or Buildings","","-2.5%","purchase","l10n_id_tax_group_pph42","2.5% 28-402-01","percent","-2.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-402-02_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-402-02_ebupot","False","Transfer of Simple Houses and Simple Flats Carried Out by WPs Whose Main Business Is Transferring Rights to Land and/or Buildings","","-1%","purchase","l10n_id_tax_group_pph42","1% 28-402-02","percent","-1.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-402-03_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-402-03_ebupot","False","Transfer of Rights to Land and/or Buildings to the Government, State-Owned Enterprises that Receive Special Assignments from the Government, or Regional-Owned Enterprises that Receive Special Assignments from the Regional Head, in accordance with the Law concerning Land Acquisition for Development in the Public Interest","","0%","purchase","l10n_id_tax_group_pph42","0% 28-402-03","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-410-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-410-01_ebupot","False","Rewards Received/Obtained in Connection with the Transportation of People and/or Goods Including the Chartering of Ships by Domestic Shipping Companies","","-1.2%","purchase","l10n_id_tax_group_pph42","1.2% 28-410-01","percent","-1.2","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-411-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-411-01_ebupot","False","Compensation Paid/Owed to Shipping Companies and/or Foreign Airlines in Connection with the Transportation of People and/or Goods (Other Than Based on Charter Agreements)","","-2.64%","purchase","l10n_id_tax_group_pph42","2.64% 28-411-01","percent","-2.64","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-413-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-413-01_ebupot","False","Income of Foreign Taxpayers Who Have Trade Representative Offices in Indonesia","","-0.44%","purchase","l10n_id_tax_group_pph42","0.44% 28-413-01","percent","-0.44","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-499-01_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-499-01_ebupot","False","Income of Taxpayers Who Conduct International Contract Manufacturing Services in the Field of Children's Toy Production","","-2.1%","purchase","l10n_id_tax_group_pph42","2.1% 28-499-01","percent","-2.1","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-423-03_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-423-03_ebupot","False","Withholding or collection of income tax on sales transactions of goods or delivery of services carried out by individual taxpayers who have a certain gross turnover in accordance with PP 55 of 2022 with a business turnover of up to IDR 500,000,000.00.","","-0.5%","purchase","l10n_id_tax_group_pph42","0.5% 28-423-03","percent","-0.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-423-12_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-423-12_ebupot","False","Withholding or collection of income tax on transactions for the sale of goods or the provision of services carried out by Taxpayers who meet certain requirements to be subject to final income tax at a rate of 0% in the IKN (UMKM income tax in the IKN).","","0%","purchase","l10n_id_tax_group_pph42","0% 28-423-12","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-423-13_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-423-13_ebupot","False","Withholding or collection of Income Tax on purchase transactions carried out by Taxpayers who utilize the final Income Tax facility with a 0% rate in the IKN (UMKM Income Tax in the IKN).","","0%","purchase","l10n_id_tax_group_pph42","0% 28-423-13","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-12_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-12_ebupot","False","Income from Monetary Instruments and/or Certain Financial Instruments in Indonesia (Foreign Exchange Currency Sourced from DHE SDA with a Tenor of More Than 6 Months)","","0%","purchase","l10n_id_tax_group_pph42","0% 28-404-12","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-13_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-13_ebupot","False","Income from Monetary Instruments and/or Certain Financial Instruments in Indonesia (Foreign Exchange Currency Sourced from DHE SDA with a Tenor of 6 Months)","","-2.5%","purchase","l10n_id_tax_group_pph42","2.5% 28-404-13","percent","-2.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-14_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-14_ebupot","False","Income from Monetary Instruments and/or Certain Financial Instruments in Indonesia (Foreign Exchange Currency Sourced from DHE SDA with Tenor of More Than 3 Months to Less Than 6 Months)","","-7.5%","purchase","l10n_id_tax_group_pph42","7.5% 28-404-14","percent","-7.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-15_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-15_ebupot","False","Income from Monetary Instruments and/or Certain Financial Instruments in Indonesia (Foreign Exchange Currency Sourced from DHE SDA with a Tenor of 1 Month to Less Than 3 Months)","","-10%","purchase","l10n_id_tax_group_pph42","10% 28-404-15","percent","-10.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-16_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-16_ebupot","False","Income from Monetary Instruments and/or Certain Financial Instruments in Indonesia (IDR Currency Sourced from DHE SDA Tenor of 6 Months or More Than 6 Months)","","0%","purchase","l10n_id_tax_group_pph42","0% 28-404-16","percent","0.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-404-17_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-404-17_ebupot","False","Income from Monetary Instruments and/or Certain Financial Instruments in Indonesia (Foreign Exchange Currency Sourced from DHE SDA with a Tenor of 3 Months to Less Than 6 Months)","","-2.5%","purchase","l10n_id_tax_group_pph42","2.5% 28-404-17","percent","-2.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-403-04_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-403-04_ebupot","True","Rental of Land and/or Buildings in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-10%","purchase","l10n_id_tax_group_pph42","10% 28-403-04","percent","-10.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-43_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-43_ebupot","False","Construction Work Carried Out by Service Providers Who Have a Small Business Entity Qualification Certificate or a Work Competency Certificate for Individual Businesses in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-1.75%","purchase","l10n_id_tax_group_pph42","1.75% 28-409-43","percent","-1.75","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-44_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-44_ebupot","False","Construction Work Carried Out by Service Providers Who Do Not Have a Business Entity Certificate or Work Competency Certificate for Individual Businesses in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-4%","purchase","l10n_id_tax_group_pph42","4% 28-409-44","percent","-4.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-45_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-45_ebupot","False","Construction Work Carried Out by Service Providers Who Have Certificates Other Than Small Business Qualification Certificates or Work Competency Certificates for Individual Businesses in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-2.65%","purchase","l10n_id_tax_group_pph42","2.65% 28-409-45","percent","-2.65","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-46_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-46_ebupot","False","Integrated Construction Work Carried Out by Service Providers Holding a Business Entity Certificate in Connection with the Implementation of Government Projects Financed by Foreign Grants or Loan Funds","","-2.65%","purchase","l10n_id_tax_group_pph42","2.65% 28-409-46","percent","-2.65","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-47_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-47_ebupot","False","Integrated Construction Work Carried Out by Service Providers Who Do Not Have a Business Entity Certificate in Connection with the Implementation of Government Projects Financed by Foreign Grants or Loan Funds","","-4%","purchase","l10n_id_tax_group_pph42","4% 28-409-47","percent","-4.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-48_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-48_ebupot","False","Construction Consultancy Services Carried Out by Service Providers Who Have a Business Entity Certificate or Work Competency Certificate for Individual Businesses in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-3.5%","purchase","l10n_id_tax_group_pph42","3.5% 28-409-48","percent","-3.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-49_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-49_ebupot","False","Construction Consultancy Services Carried Out by Service Providers Who Do Not Have a Business Entity Certificate or Work Competency Certificate for Individual Businesses in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-6%","purchase","l10n_id_tax_group_pph42","6% 28-409-49","percent","-6.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-50_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-50_ebupot","False","Construction Services in the Form of Construction Planning Services (With Business Qualifications) in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-4%","purchase","l10n_id_tax_group_pph42","4% 28-409-50","percent","-4.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-51_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-51_ebupot","False","Construction Services in the Form of Construction Planning Services (Without Business Qualification) in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-6%","purchase","l10n_id_tax_group_pph42","6% 28-409-51","percent","-6.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-52_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-52_ebupot","False","Construction Services in the Form of Construction Implementation Services (Small Business Qualification) in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-2%","purchase","l10n_id_tax_group_pph42","2% 28-409-52","percent","-2.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-53_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-53_ebupot","False","Construction Services in the Form of Construction Implementation Services (Medium and Large Business Qualification) in connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-3%","purchase","l10n_id_tax_group_pph42","3% 28-409-53","percent","-3.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-54_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-54_ebupot","False","Construction Services in the Form of Construction Implementation Services (Without Business Qualification) in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-4%","purchase","l10n_id_tax_group_pph42","4% 28-409-54","percent","-4.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-55_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-55_ebupot","False","Construction Services in the Form of Construction Supervision Services (With Business Qualifications) in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-4%","purchase","l10n_id_tax_group_pph42","4% 28-409-55","percent","-4.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-409-56_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-409-56_ebupot","False","Construction Services in the Form of Construction Supervision Services (Without Business Qualification) in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-6%","purchase","l10n_id_tax_group_pph42","6% 28-409-56","percent","-6.0","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-402-04_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-402-04_ebupot","False","Transfer of Rights to Land and/or Buildings in Connection with the Implementation of Government Projects Financed by Grants or Foreign Loan Funds","","-2.5%","purchase","l10n_id_tax_group_pph42","2.5% 28-402-04","percent","-2.5","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-410-06_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-410-06_ebupot","False","Compensation Paid/Owed to Domestic Shipping Companies in Connection with the Implementation of Government Projects Financed by Foreign Grants or Loan Funds","","-1.2%","purchase","l10n_id_tax_group_pph42","1.2% 28-410-06","percent","-1.2","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
"","","","","","","","","","","","","","base","","","refund","",""
"","","","","","","","","","","","","","tax","","","refund","l10n_id_21210050",""
"tax_28-411-05_purchase","l10n_id.tax_facility_na_ebupot","l10n_id.tax_category_28-411-05_ebupot","False","Charter Fees for Ships and/or Aircraft Paid/Owed to Foreign Shipping and/or Aviation Companies through Permanent Establishments in Indonesia in connection with the Implementation of Government Projects Financed by Foreign Grants or Loan Funds","","-2.64%","purchase","l10n_id_tax_group_pph42","2.64% 28-411-05","percent","-2.64","l10n_id_domestic_fiscal_position","base","","","invoice","",""
"","","","","","","","","","","","","","tax","","","invoice","l10n_id_21210050",""
